569,340,544,229,1.00,
569,341,545,228,1.00,
573,344,550,229,1.00,
565,338,540,227,1.00,
542,321,513,221,1.00,
543,315,504,228,1.00,
574,337,539,237,1.00,
592,355,568,237,1.00,
566,353,564,213,1.00,
553,340,544,213,1.00,
570,353,564,217,1.00,
571,352,563,219,1.00,
580,358,572,222,1.00,
609,380,608,229,1.00,
635,400,640,235,1.00,
634,399,638,235,1.00,
617,382,611,235,1.00,
612,376,601,236,1.00,
606,372,595,234,1.00,
602,368,588,234,1.00,
591,362,579,229,1.00,
592,362,579,230,1.00,
578,347,555,231,1.00,
575,345,552,230,1.00,
754,490,597,264,1.00,
968,857,959,111,1.00,
990,921,994,69,1.00,
1000,935,1009,65,1.00,
1000,938,1013,62,1.00,
996,938,1013,58,1.00,
1003,941,1016,62,1.00,
1002,939,1014,63,1.00,
1001,940,1015,61,1.00,
1001,943,1018,58,1.00,
1000,942,1017,58,1.00,
1003,941,1016,62,1.00,
1003,938,1013,65,1.00,
1002,937,1011,65,1.00,
999,936,1010,63,1.00,
1004,933,1007,71,1.00,
997,911,983,86,1.00,
991,901,973,90,1.00,
973,820,918,153,1.00,
871,524,639,347,1.00,
725,417,508,308,1.00,
673,400,640,273,1.00,
638,392,627,246,1.00,
627,382,611,245,1.00,
617,376,601,241,1.00,
604,370,592,234,1.00,
600,367,587,233,1.00,
598,364,582,234,1.00,
592,362,579,230,1.00,
591,360,576,231,1.00,
587,356,569,231,1.00,
584,355,568,229,1.00,
582,355,568,227,1.00,
584,353,564,231,1.00,
578,350,560,228,1.00,
577,348,556,229,1.00,
576,344,550,232,1.00,
573,344,550,229,1.00,
575,344,550,231,1.00,
573,342,547,231,1.00,
572,344,550,228,1.00,
575,343,548,232,1.00,
572,342,547,230,1.00,
572,344,550,228,1.00,
572,342,547,230,1.00,
572,345,552,227,1.00,
